id,bim360_account_id,bim360_project_id,name,type,version_number,is_public,created_by,updated_by,created_at,updated_at
bde4fe5a-a4e8-48b2-9904-6595de635e89,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,ACC-Sample-Schedule,XER,1,t,V9Q2X946QA52XTJG,V9Q2X946QA52XTJG,2025-05-29 09:28:08.549,2025-05-29 09:28:08.549
f97282e9-b992-411c-9b5d-29819825f145,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,Schedule Vrindavan Courtyard,MPP,1,t,CMJ2N3U8MSMRM8ZA,CMJ2N3U8MSMRM8ZA,2025-08-19 11:52:02.333,2025-08-19 11:52:02.333
95e51181-47b0-4855-9fc7-e4b9913676bf,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,Gomti Nagar Busport pre construction tracker - R4 27th Jun-25 - F Resources - Copy,MPP,3,f,CMJ2N3U8MSMRM8ZA,CMJ2N3U8MSMRM8ZA,2025-07-14 07:25:35.376,2025-07-14 12:26:55.705
50e7275a-354f-4035-bb66-0e7d79cc5230,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,Schedule- Centre Point Ghaziabad  R0,MPP,1,t,CMJ2N3U8MSMRM8ZA,CMJ2N3U8MSMRM8ZA,2025-08-19 07:32:13.189,2025-08-19 07:32:13.189
d96be491-3d2f-468e-9c16-0f67f5b5a4c4,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,Schedule- Centre Point Ghaziabad  R0-,MPP,1,t,CMJ2N3U8MSMRM8ZA,CMJ2N3U8MSMRM8ZA,2025-08-19 08:05:36.726,2025-08-19 08:05:36.726
b2fcbb97-1fa0-4f71-8b23-d653822a48d4,bf996092-8d66-408a-8d8e-5065ca3330c2,f6ab14eb-1a66-4ea5-8a0f-0afbda444403,Schedule Centre Point Gomti Nagar R0,MPP,1,t,CMJ2N3U8MSMRM8ZA,CMJ2N3U8MSMRM8ZA,2025-08-19 08:36:56.377,2025-08-19 08:36:56.377
