bim360_account_id,bim360_project_id,id,item_id,manager,manager_type,subcontractor,subcontractor_type,revision,created_at,updated_at,sent_to_submitter,submitter_due_date,received_from_submitter,submitted_by,sent_to_review,manager_due_date,sent_to_review_by,received_from_review,response_id,response_comment,responded_at,responded_by,published_date,published_by
bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,880293c3-91e2-4835-95fc-ac34fd2d1752,13b4bf43-dee9-4a79-b86c-2ec3137bd9f6,V9Q2X946QA52XTJG,1,V9Q2X946QA52XTJG,1,0,2025-05-23 08:13:55.286322,2025-05-23 08:13:55.286335,2025-05-23 07:12:26.534078,2020-10-15,2025-05-23 07:12:41.367932,V9Q2X946QA52XTJG,,2020-10-20,,,,"",,,,
bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,83298d3a-1192-4f2e-ac4f-5496bee845fd,944fa64f-487a-4edd-b174-4bafc335ecce,490203451,3,YQH2SLPMM8Q48DDT,1,0,2025-06-23 10:25:33.626245,2025-06-23 10:25:33.626255,2025-06-23 10:08:44.982999,2025-06-24,2025-06-23 10:10:16.651063,V9Q2X946QA52XTJG,2025-06-23 10:16:17.713021,,3NGJNZCXN8PBNTRV,,,"",,,,
bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,007912c0-a0ac-42c0-9e6c-065ef66404a8,4c67a73c-863c-4b2b-9a6d-7885a4e567de,490203451,3,YEYJGRGXQH2X5DAY,1,0,2025-06-05 10:57:52.619682,2025-06-05 10:57:52.619691,,,2025-06-05 10:39:49.068844,,2025-06-05 10:43:20.093923,,Z3429E4KRUPBNHD4,,,"",,,,
