issue_id,bim360_account_id,bim360_project_id,mapped_item_type,attribute_mapping_id,attribute_title,attribute_description,attribute_data_type,is_required,attribute_value
ed684abe-a608-4b24-b3c6-d84310218304,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,issueType,13a9d880-1b48-4a7d-b899-15767e7dba19,Test,ABC,text,f,
d2dc9b2a-4abb-4151-80b1-beb0730989ef,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,issueType,13a9d880-1b48-4a7d-b899-15767e7dba19,Test,ABC,text,f,
8f9c1306-00d0-46de-9303-78d4f3b427b7,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,issueType,13a9d880-1b48-4a7d-b899-15767e7dba19,Test,ABC,text,f,
032be418-49c5-4aca-b2ff-58a4d8324a41,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,issueType,13a9d880-1b48-4a7d-b899-15767e7dba19,Test,ABC,text,f,
696372c2-25a6-4d68-aede-dfa658854155,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,issueType,13a9d880-1b48-4a7d-b899-15767e7dba19,Test,ABC,text,f,
ed684abe-a608-4b24-b3c6-d84310218304,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,issueSubtype,76e41a1c-4c40-4b8c-ae27-f9a54ccb2e97,A,,numeric,f,
d2dc9b2a-4abb-4151-80b1-beb0730989ef,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,issueSubtype,76e41a1c-4c40-4b8c-ae27-f9a54ccb2e97,A,,numeric,f,
ed684abe-a608-4b24-b3c6-d84310218304,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,issueSubtype,69d019e3-6471-402c-a85e-5137306affc5,W,,list,f,
d2dc9b2a-4abb-4151-80b1-beb0730989ef,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,issueSubtype,69d019e3-6471-402c-a85e-5137306affc5,W,,list,f,
