issue_id,bim360_account_id,bim360_project_id,display_id,title,description,type_id,subtype_id,status,assignee_id,assignee_type,due_date,location_id,location_details,linked_document_urn,owner_id,root_cause_id,root_cause_category_id,response,response_by,response_at,opened_by,opened_at,closed_by,closed_at,created_by,created_at,updated_by,updated_at,start_date,deleted_at,snapshot_urn,published,gps_coordinates,deleted_by
696372c2-25a6-4d68-aede-dfa658854155,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,20,Issuance of Work Order,Finishing contractor WO,d703e801-5bbd-4fe0-ae62-257336c4c761,5a62dba0-7957-4aee-9eb5-1cedb558f28f,closed,BHQ2NZXYNGAXFVRM,user,2025-06-30 00:00:00,f0082b67-11b1-434e-b1b3-72fc53ea8ea7,,,DVW2J8GUNHESYYKC,78c8bb5b-5a1b-4acf-8579-b6bcd526b110,20fe858c-b2eb-4a1b-8e40-c3aa5367f4e1,,,,DVW2J8GUNHESYYKC,2025-06-12 04:37:53.29,CMJ2N3U8MSMRM8ZA,2025-07-24 09:19:28.125,DVW2J8GUNHESYYKC,2025-06-12 04:37:53.373,CMJ2N3U8MSMRM8ZA,2025-07-24 09:19:28.129,2025-06-12 00:00:00,,,t,,
00aac456-c807-4ef9-bd59-1b61f3fc00e6,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,8,Design,Slab distribution bar m problems h,3066072e-a352-5078-b174-7a83d08807f9,2648a979-4f2d-53d0-8d61-ad651f940314,open,K2J2KRKSN8WCREQG,user,2025-05-07 00:00:00,a015125e-b466-43c8-a73a-8a430df848f0,Gx x2,,WK7J3NJWMTCK9UWQ,8338ce72-cc83-49d7-90ca-93a3dd3d6ac7,369f1b01-8c1a-445f-a5f3-85b1adbb9a14,,,,WK7J3NJWMTCK9UWQ,2025-05-07 06:47:52.069,,,WK7J3NJWMTCK9UWQ,2025-05-07 06:47:52.074,WK7J3NJWMTCK9UWQ,2025-07-24 09:10:09.635,2025-05-07 00:00:00,2025-07-24 09:10:09.611,urn:adsk.objects:os.object:ng-issues-prod-ada6015d-9fce-4f2c-b20f-fc9122d2face/e1c9d93a-b62d-4bee-bbf9-6e13792895e2,t,,CMJ2N3U8MSMRM8ZA
8de3ff4e-1e42-4c94-944f-11059955e750,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,21,RFI Response,RFI-05 response awaited,3066072e-a352-5078-b174-7a83d08807f9,8654ad66-e5dd-440b-ac28-5a268c3c57c5,closed,3NH2Q57QKQWJE37V,user,2025-07-17 00:00:00,10082042-c56c-49e4-accd-6facdae50a00,,,CMJ2N3U8MSMRM8ZA,6b563f68-7e5d-4303-af03-73b123e17f12,27fc382d-1ca2-4ab1-a2f5-32344038e670,,,,3NH2Q57QKQWJE37V,2025-07-24 09:07:38.791,CMJ2N3U8MSMRM8ZA,2025-07-24 09:20:06.648,CMJ2N3U8MSMRM8ZA,2025-06-13 07:10:19.861,CMJ2N3U8MSMRM8ZA,2025-07-24 09:20:22.687,2025-06-13 00:00:00,,,t,,
f7bb14c3-80c6-4fca-afba-bd5b840c0127,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,15,Structure GFC Drawings,Structure GFC drawings required for Terrace,3066072e-a352-5078-b174-7a83d08807f9,79fcdc74-0b40-41b5-9f71-91971017ae8d,closed,3NH2Q57QKQWJE37V,user,2025-07-27 00:00:00,f0082b67-11b1-434e-b1b3-72fc53ea8ea7,,urn:adsk.wipprod:dm.lineage:hPuURcRoTZaIF0MMQl5O_g,E8X2CHN6NP9MT4HA,d1d4e0cd-9a3b-4dfb-a978-01a765c9eb47,f6e0605d-517c-4e72-af25-0700e722bd23,,,,3NH2Q57QKQWJE37V,2025-07-24 09:07:46.654,CMJ2N3U8MSMRM8ZA,2025-07-24 09:22:34.648,E8X2CHN6NP9MT4HA,2025-05-31 05:40:08.301,CMJ2N3U8MSMRM8ZA,2025-07-24 09:23:17.535,2025-07-24 00:00:00,,urn:adsk.objects:os.object:ng-issues-prod-ada6015d-9fce-4f2c-b20f-fc9122d2face/213f2f7d-90d0-4262-a1e4-b32e3554d363,t,,
a7e0c3b9-dd98-4cad-a619-ce654652a014,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,18,MEP GFC Drawings,MEP Coordinated drawing required,3066072e-a352-5078-b174-7a83d08807f9,79fcdc74-0b40-41b5-9f71-91971017ae8d,closed,CMJ2N3U8MSMRM8ZA,user,2025-07-31 00:00:00,ff0d854b-5b56-45fc-87ab-6ee969bbd83d,,,DVW2J8GUNHESYYKC,60a8216f-c8f7-4297-8ad3-571aeb64300c,891d4556-333b-417e-aa86-4345140eed23,,,,DVW2J8GUNHESYYKC,2025-06-09 11:14:25.2,CMJ2N3U8MSMRM8ZA,2025-07-24 09:24:05.499,DVW2J8GUNHESYYKC,2025-06-09 11:14:25.217,CMJ2N3U8MSMRM8ZA,2025-07-24 09:24:31.694,2025-07-24 00:00:00,,,t,,
4e162a17-a2e1-49e4-a3c8-25d2d7f2e63c,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,14,Electrical GFC Drawings,Electrical Drawings required,3066072e-a352-5078-b174-7a83d08807f9,79fcdc74-0b40-41b5-9f71-91971017ae8d,closed,CMJ2N3U8MSMRM8ZA,user,2025-07-31 00:00:00,a015125e-b466-43c8-a73a-8a430df848f0,,,3NH2Q57QKQWJE37V,60a8216f-c8f7-4297-8ad3-571aeb64300c,891d4556-333b-417e-aa86-4345140eed23,,,,3NH2Q57QKQWJE37V,2025-05-30 05:14:29.127,CMJ2N3U8MSMRM8ZA,2025-07-24 09:25:01.477,3NH2Q57QKQWJE37V,2025-05-30 05:14:29.136,CMJ2N3U8MSMRM8ZA,2025-07-24 09:25:01.481,2025-07-20 00:00:00,,,t,,
5b276564-4141-4245-8c84-a507c9cf3a82,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,17,RFI Response,RFI-10 response awaited,3066072e-a352-5078-b174-7a83d08807f9,8654ad66-e5dd-440b-ac28-5a268c3c57c5,closed,CMJ2N3U8MSMRM8ZA,user,2025-07-20 00:00:00,ff0d854b-5b56-45fc-87ab-6ee969bbd83d,,urn:adsk.wipprod:dm.lineage:ggzoWCGnTq6h14lFDz9FPA,E8X2CHN6NP9MT4HA,60a8216f-c8f7-4297-8ad3-571aeb64300c,891d4556-333b-417e-aa86-4345140eed23,,,,E8X2CHN6NP9MT4HA,2025-05-31 05:58:55.953,CMJ2N3U8MSMRM8ZA,2025-07-24 09:42:39.738,E8X2CHN6NP9MT4HA,2025-05-31 05:58:55.96,CMJ2N3U8MSMRM8ZA,2025-07-24 09:42:39.742,2025-07-08 00:00:00,,urn:adsk.objects:os.object:ng-issues-prod-ada6015d-9fce-4f2c-b20f-fc9122d2face/52a8869c-270e-4e66-86b3-95db73351ec1,t,,
928d3355-e0dd-43d8-8beb-00a85a3b0235,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,25,MEP GFC Drawings,MEP GFC Drawings,3066072e-a352-5078-b174-7a83d08807f9,79fcdc74-0b40-41b5-9f71-91971017ae8d,closed,CMJ2N3U8MSMRM8ZA,user,2025-07-26 00:00:00,a015125e-b466-43c8-a73a-8a430df848f0,,,V9Q2X946QA52XTJG,60a8216f-c8f7-4297-8ad3-571aeb64300c,891d4556-333b-417e-aa86-4345140eed23,,,,V9Q2X946QA52XTJG,2025-06-19 11:28:00.719,CMJ2N3U8MSMRM8ZA,2025-07-24 09:43:09.874,V9Q2X946QA52XTJG,2025-06-19 11:28:00.727,CMJ2N3U8MSMRM8ZA,2025-07-24 09:43:09.878,2025-07-16 00:00:00,,,t,,
6048c4de-a873-4592-9e9e-52f814db0ec4,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,3,EOT,,223482c5-72aa-54a5-88e9-4363071fe4c1,ab2a7079-617a-527b-9147-f12e8ed2e8fd,open,CMJ2N3U8MSMRM8ZA,user,2025-04-18 00:00:00,,,,V9Q2X946QA52XTJG,,,,,,V9Q2X946QA52XTJG,2025-04-18 12:51:44.116,,,V9Q2X946QA52XTJG,2025-04-18 12:51:44.138,V9Q2X946QA52XTJG,2025-07-24 09:10:00.598,2025-04-18 00:00:00,2025-07-24 09:10:00.524,,t,,CMJ2N3U8MSMRM8ZA
59234424-2869-4cc3-86a4-df6d6153feb8,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,9,Design,Some error in steel design,3066072e-a352-5078-b174-7a83d08807f9,2648a979-4f2d-53d0-8d61-ad651f940314,closed,WK7J3NJWMTCK9UWQ,user,2025-05-07 00:00:00,a015125e-b466-43c8-a73a-8a430df848f0,Grid x1/y1,,K2J2KRKSN8WCREQG,80a060d3-4647-4352-bd1d-ca93ff4985bc,369f1b01-8c1a-445f-a5f3-85b1adbb9a14,,,,K2J2KRKSN8WCREQG,2025-05-07 06:52:54.739,V9Q2X946QA52XTJG,2025-05-27 11:04:09.636,K2J2KRKSN8WCREQG,2025-05-07 06:52:54.748,V9Q2X946QA52XTJG,2025-07-24 09:11:51.424,2025-05-07 00:00:00,2025-07-24 09:11:51.404,urn:adsk.objects:os.object:ng-issues-prod-ada6015d-9fce-4f2c-b20f-fc9122d2face/f971c004-a8f3-4f5c-81d5-71f0764b2867,t,,CMJ2N3U8MSMRM8ZA
f1dacddf-3448-494e-8174-fa6e45581169,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,30,Structure GFC Drawings,GF Drawings Required,3066072e-a352-5078-b174-7a83d08807f9,79fcdc74-0b40-41b5-9f71-91971017ae8d,completed,S762NMGBKUB423MM,user,2025-07-26 00:00:00,f0082b67-11b1-434e-b1b3-72fc53ea8ea7,,,CMJ2N3U8MSMRM8ZA,d1d4e0cd-9a3b-4dfb-a978-01a765c9eb47,f6e0605d-517c-4e72-af25-0700e722bd23,,,,CMJ2N3U8MSMRM8ZA,2025-07-18 12:24:07.65,,,CMJ2N3U8MSMRM8ZA,2025-07-18 12:24:07.656,S762NMGBKUB423MM,2025-07-28 06:24:36.187,2025-07-17 00:00:00,,,t,,
720c873d-c3a9-4cc1-bf4a-c87a4b1b6e57,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,23,Structure GFC Drawing,Structure Reinforcement drawings required for 3rd Floor,3066072e-a352-5078-b174-7a83d08807f9,79fcdc74-0b40-41b5-9f71-91971017ae8d,completed,S762NMGBKUB423MM,user,2025-07-29 00:00:00,f0082b67-11b1-434e-b1b3-72fc53ea8ea7,,urn:adsk.wipprod:dm.lineage:hPuURcRoTZaIF0MMQl5O_g,DVW2J8GUNHESYYKC,d1d4e0cd-9a3b-4dfb-a978-01a765c9eb47,f6e0605d-517c-4e72-af25-0700e722bd23,,,,DVW2J8GUNHESYYKC,2025-06-16 11:33:23.719,,,DVW2J8GUNHESYYKC,2025-06-16 11:33:23.725,S762NMGBKUB423MM,2025-07-28 06:25:52.059,2025-07-24 00:00:00,,urn:adsk.objects:os.object:ng-issues-prod-ada6015d-9fce-4f2c-b20f-fc9122d2face/7c56b244-2176-43d3-bc05-64766a7daeeb,t,,
1208ca44-9743-4c2d-a093-89924edc43ca,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,13,Design Coordination,3rd floor Framing Plan,deb11110-0d4c-52d9-9d83-5aac4e9347f6,69a1104c-cee4-5030-9cb0-a7dd17c83de7,open,FM42EJFZPNC5F3HF,user,,,,urn:adsk.wipprod:dm.lineage:cxf4rnJLT06hmlN7-SfJFw,NTHFQB8P8X3C,,,,,,NTHFQB8P8X3C,2025-08-07 07:25:29.952,,,NTHFQB8P8X3C,2025-08-07 07:25:29.962,NTHFQB8P8X3C,2025-08-07 07:29:35.992,,2025-08-07 07:29:35.982,urn:adsk.objects:os.object:ng-issues-prod-f679f4cf-c089-4a2b-9b84-b14129630601/cbc687c7-3d9e-4613-8a82-f07defe2b5c6,t,,NTHFQB8P8X3C
7a1b34a6-3c76-4843-87de-f6cfb9308fb9,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,3,Incomplete Drawings,,deb11110-0d4c-52d9-9d83-5aac4e9347f6,69a1104c-cee4-5030-9cb0-a7dd17c83de7,closed,NTHFQB8P8X3C,user,2025-07-02 00:00:00,8dd7807e-e644-45ca-b47e-aa20abfd8b76,,urn:adsk.wipprod:dm.lineage:MZsg3D-8SrqudYGp82ixNw,NTHFQB8P8X3C,,,,,,NTHFQB8P8X3C,2025-06-30 09:53:00.128,NTHFQB8P8X3C,2025-08-20 07:28:07.162,NTHFQB8P8X3C,2025-06-30 09:53:00.139,NTHFQB8P8X3C,2025-08-20 07:28:07.165,,,urn:adsk.objects:os.object:ng-issues-prod-f679f4cf-c089-4a2b-9b84-b14129630601/28a785fc-d62b-4bd6-b648-fbdd4c0d144b,t,,
4af66412-912d-4d57-8f58-06c580b09cfe,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,6,4th floor framing plan,4th floor framing plan,deb11110-0d4c-52d9-9d83-5aac4e9347f6,69a1104c-cee4-5030-9cb0-a7dd17c83de7,closed,NTHFQB8P8X3C,user,2025-07-08 00:00:00,8dd7807e-e644-45ca-b47e-aa20abfd8b76,4th floor,urn:adsk.wipprod:dm.lineage:xuvNUU1NTtyLIE3C4AkaOw,NTHFQB8P8X3C,80a060d3-4647-4352-bd1d-ca93ff4985bc,369f1b01-8c1a-445f-a5f3-85b1adbb9a14,,,,NTHFQB8P8X3C,2025-07-05 06:21:32.013,NTHFQB8P8X3C,2025-08-20 07:28:27.409,NTHFQB8P8X3C,2025-07-05 06:21:32.02,CMJ2N3U8MSMRM8ZA,2025-08-27 06:53:58.806,2025-07-05 00:00:00,,urn:adsk.objects:os.object:ng-issues-prod-f679f4cf-c089-4a2b-9b84-b14129630601/c8acda75-a24e-437e-80b2-1f24a82c07af,t,,
bd24799a-f477-4ebe-b021-c78484a6ae33,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,2,Requirement Change,Comments on Ground floor framing. Review-07 return .,deb11110-0d4c-52d9-9d83-5aac4e9347f6,69a1104c-cee4-5030-9cb0-a7dd17c83de7,closed,NTHFQB8P8X3C,user,2025-06-30 00:00:00,8dd7807e-e644-45ca-b47e-aa20abfd8b76,Ground Floor,urn:adsk.wipprod:dm.lineage:3wQbA4fZS5adLyrkO2z1mA,NTHFQB8P8X3C,,,,,,NTHFQB8P8X3C,2025-06-26 09:30:32.223,NTHFQB8P8X3C,2025-08-12 10:12:53.305,NTHFQB8P8X3C,2025-06-26 06:21:46.973,NTHFQB8P8X3C,2025-08-12 10:15:04.907,2025-06-26 00:00:00,,urn:adsk.objects:os.object:ng-issues-prod-f679f4cf-c089-4a2b-9b84-b14129630601/02c39d48-ac36-47ce-a619-c28e6d54e072,t,,
ee810d9d-48b4-4f95-9e4c-7d7ad119280e,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,10,Structure GFC Ground Floor Level,Structure GFC of  Ground Floor Level required,d9ae642d-6aeb-5f44-bb96-4ced62e4b7d6,e9c982e7-63ce-45f0-a832-d4827c9f3346,closed,7XGJKR7GMJ4QN93J,user,2025-08-14 00:00:00,eb95a055-97b6-42e4-be4e-88fa6805211d,,,7XGJKR7GMJ4QN93J,a0a72d3e-614e-4ed2-a247-428cf02d5fde,c5563db5-ca48-4175-b3cb-c7dc55e7aaba,,,,7XGJKR7GMJ4QN93J,2025-07-31 04:49:58.561,7XGJKR7GMJ4QN93J,2025-08-25 06:08:42.855,7XGJKR7GMJ4QN93J,2025-07-31 04:49:58.579,7XGJKR7GMJ4QN93J,2025-08-25 06:08:42.86,2025-07-28 00:00:00,,,t,,
b6377705-b3ad-4b5c-9b6f-1f683c6becd3,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,16,HSE NCR & Compliance,,60fa5aaa-463d-5a8c-9f46-763da9410d89,edd7e5b3-d853-566f-ae46-b9c059f80d7b,open,,,,,,,3AJ2UBWNPMNWLHCM,,,,,,3AJ2UBWNPMNWLHCM,2025-08-26 06:13:21.96,,,3AJ2UBWNPMNWLHCM,2025-08-26 06:13:21.978,3NH2Q57QKQWJE37V,2025-08-26 08:47:04.547,,2025-08-26 08:47:04.541,,t,,3NH2Q57QKQWJE37V
9722a2dc-5680-4e33-b5a8-3a0503aa91be,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,21,Design Issue,,60fa5aaa-463d-5a8c-9f46-763da9410d89,63d6a5ac-a10a-5c49-9b75-35cd0e9b6d6c,open,,,,,,urn:adsk.wipprod:dm.lineage:e8b5fKIlQpiw3OapKO1gyQ,S762NMGBKUB423MM,,,,,,S762NMGBKUB423MM,2025-08-27 06:04:04.91,,,S762NMGBKUB423MM,2025-08-27 06:04:04.918,S762NMGBKUB423MM,2025-08-27 06:18:51.203,,2025-08-27 06:18:51.197,urn:adsk.objects:os.object:ng-issues-prod-f679f4cf-c089-4a2b-9b84-b14129630601/78e220f8-5c81-4715-a7ba-c7d1d56feefd,t,,S762NMGBKUB423MM
f46481dd-4791-486d-92ca-a5980b350bff,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,18,Typical Beam Comments,Typical Beam Detail,d9ae642d-6aeb-5f44-bb96-4ced62e4b7d6,98010d15-bdc8-5301-a2b9-516ea1a3e80e,open,FM42EJFZPNC5F3HF,user,2025-09-24 00:00:00,8dd7807e-e644-45ca-b47e-aa20abfd8b76,Typical Beam Details,urn:adsk.wipprod:dm.lineage:e8b5fKIlQpiw3OapKO1gyQ,S762NMGBKUB423MM,,,,,,S762NMGBKUB423MM,2025-08-27 05:57:59.65,,,S762NMGBKUB423MM,2025-08-27 05:57:59.657,S762NMGBKUB423MM,2025-08-27 06:28:40.821,2025-08-26 00:00:00,,urn:adsk.objects:os.object:ng-issues-prod-f679f4cf-c089-4a2b-9b84-b14129630601/201f0b86-4c5c-4db9-8a4c-120b78ee280d,t,,
1b0d0d13-5371-4f3c-92a9-1a7d6f2988d0,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,17,Typical Framing Observations),Typical Framing Observations,d9ae642d-6aeb-5f44-bb96-4ced62e4b7d6,98010d15-bdc8-5301-a2b9-516ea1a3e80e,open,FM42EJFZPNC5F3HF,user,2025-09-04 00:00:00,8dd7807e-e644-45ca-b47e-aa20abfd8b76,Typical Framing,,S762NMGBKUB423MM,a0a72d3e-614e-4ed2-a247-428cf02d5fde,c5563db5-ca48-4175-b3cb-c7dc55e7aaba,,,,S762NMGBKUB423MM,2025-08-26 12:35:28.522,,,S762NMGBKUB423MM,2025-08-26 12:35:28.533,S762NMGBKUB423MM,2025-08-27 06:29:09.855,2025-08-26 00:00:00,,,t,,
6308355f-333c-47af-9a9e-81b1da8702d3,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,20,Design Issue,,60fa5aaa-463d-5a8c-9f46-763da9410d89,63d6a5ac-a10a-5c49-9b75-35cd0e9b6d6c,open,,,,,,urn:adsk.wipprod:dm.lineage:e8b5fKIlQpiw3OapKO1gyQ,S762NMGBKUB423MM,,,,,,S762NMGBKUB423MM,2025-08-27 06:03:47.926,,,S762NMGBKUB423MM,2025-08-27 06:03:47.98,S762NMGBKUB423MM,2025-08-27 06:29:24.127,,2025-08-27 06:29:24.108,urn:adsk.objects:os.object:ng-issues-prod-f679f4cf-c089-4a2b-9b84-b14129630601/3de9b70b-c1f3-4c3e-8fbd-904288c5e5e5,t,,S762NMGBKUB423MM
ddcdb55a-1d4f-48f2-8b8f-0a827adb3b47,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,19,Design Issue,,60fa5aaa-463d-5a8c-9f46-763da9410d89,63d6a5ac-a10a-5c49-9b75-35cd0e9b6d6c,open,,,,,,urn:adsk.wipprod:dm.lineage:e8b5fKIlQpiw3OapKO1gyQ,S762NMGBKUB423MM,,,,,,S762NMGBKUB423MM,2025-08-27 05:59:27.318,,,S762NMGBKUB423MM,2025-08-27 05:59:27.325,S762NMGBKUB423MM,2025-08-27 06:29:24.127,,2025-08-27 06:29:24.108,urn:adsk.objects:os.object:ng-issues-prod-f679f4cf-c089-4a2b-9b84-b14129630601/9f4320e7-4146-493c-ae43-b525c476b802,t,,S762NMGBKUB423MM
1963dd66-5e23-494f-b98c-ce8e342571da,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,15,4th Floor Framing Plan,4th floor framing plan,deb11110-0d4c-52d9-9d83-5aac4e9347f6,69a1104c-cee4-5030-9cb0-a7dd17c83de7,completed,NTHFQB8P8X3C,user,2025-08-08 00:00:00,8dd7807e-e644-45ca-b47e-aa20abfd8b76,4th floor,urn:adsk.wipprod:dm.lineage:xuvNUU1NTtyLIE3C4AkaOw,NTHFQB8P8X3C,80a060d3-4647-4352-bd1d-ca93ff4985bc,369f1b01-8c1a-445f-a5f3-85b1adbb9a14,,,,NTHFQB8P8X3C,2025-08-07 13:13:07.464,,,NTHFQB8P8X3C,2025-08-07 13:13:07.474,CMJ2N3U8MSMRM8ZA,2025-08-27 06:51:20.449,2025-08-07 00:00:00,,urn:adsk.objects:os.object:ng-issues-prod-f679f4cf-c089-4a2b-9b84-b14129630601/95c12421-4d13-415c-bb8d-46d68599dd21,t,,
c988fe00-ef89-4f98-88ba-5bf251ee0ef8,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,14,5th Floor Framing Plan,5th floor framing plan,deb11110-0d4c-52d9-9d83-5aac4e9347f6,69a1104c-cee4-5030-9cb0-a7dd17c83de7,completed,NTHFQB8P8X3C,user,2025-08-08 00:00:00,8dd7807e-e644-45ca-b47e-aa20abfd8b76,5th floor,urn:adsk.wipprod:dm.lineage:bleGVEwXSCC3NcMpFZdPQA,NTHFQB8P8X3C,80a060d3-4647-4352-bd1d-ca93ff4985bc,369f1b01-8c1a-445f-a5f3-85b1adbb9a14,,,,NTHFQB8P8X3C,2025-08-07 12:51:47.332,,,NTHFQB8P8X3C,2025-08-07 12:51:47.342,CMJ2N3U8MSMRM8ZA,2025-08-27 06:51:41.179,2025-08-08 00:00:00,,urn:adsk.objects:os.object:ng-issues-prod-f679f4cf-c089-4a2b-9b84-b14129630601/4562eebd-945d-459c-b353-92d3fa58c78f,t,,
8ed2637f-f3ba-4d85-9c40-50a608b34819,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,12,Ground Floor,Kindly attend observation as marked,deb11110-0d4c-52d9-9d83-5aac4e9347f6,69a1104c-cee4-5030-9cb0-a7dd17c83de7,closed,NTHFQB8P8X3C,user,2025-08-06 00:00:00,8dd7807e-e644-45ca-b47e-aa20abfd8b76,Ground Floor,urn:adsk.wipprod:dm.lineage:3wQbA4fZS5adLyrkO2z1mA,NTHFQB8P8X3C,,,,,,NTHFQB8P8X3C,2025-08-02 07:26:04.212,NTHFQB8P8X3C,2025-08-12 10:20:29.404,NTHFQB8P8X3C,2025-08-02 07:26:04.22,CMJ2N3U8MSMRM8ZA,2025-08-27 06:52:23.722,2025-08-02 00:00:00,,urn:adsk.objects:os.object:ng-issues-prod-f679f4cf-c089-4a2b-9b84-b14129630601/6d57b830-4b15-4a3d-bdcd-d52e160a0314,t,,
8bf56675-6c83-46a7-b0b4-9335e2dc39de,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,11,Ground Floor Framing Observation,Ground Floor Framing Observation,deb11110-0d4c-52d9-9d83-5aac4e9347f6,69a1104c-cee4-5030-9cb0-a7dd17c83de7,closed,NTHFQB8P8X3C,user,2025-08-06 00:00:00,8dd7807e-e644-45ca-b47e-aa20abfd8b76,Ground Floor,urn:adsk.wipprod:dm.lineage:3wQbA4fZS5adLyrkO2z1mA,NTHFQB8P8X3C,80a060d3-4647-4352-bd1d-ca93ff4985bc,369f1b01-8c1a-445f-a5f3-85b1adbb9a14,,,,NTHFQB8P8X3C,2025-08-01 12:55:14.056,NTHFQB8P8X3C,2025-08-12 10:20:16.161,NTHFQB8P8X3C,2025-08-01 12:55:14.066,CMJ2N3U8MSMRM8ZA,2025-08-27 06:52:41.758,2025-08-02 00:00:00,,urn:adsk.objects:os.object:ng-issues-prod-f679f4cf-c089-4a2b-9b84-b14129630601/08c35869-f043-45a8-846e-3dc82c4a26c4,t,,
3139a390-a48e-4149-a99e-3e5e2d78137a,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,9,Ground Floor,"Please find the attached observations on the Ground Floor framing plan and main observations are provided below for ready reference:

1. Provide dimensions of Grid.

2. Provide the structural levels in the framing plans. Also mark levels in the sections provided.

3. At locations where there is level difference, the depth of the main beam is not supporting the beam of lower level. Please check.

4. At many locations the size of the beam can be reduced. Please check.

5. We have not checked the thickness of the slab and will check once the design drawings are available. However, prima facie at some locations the slab thicknesses can be reduced and at some locations the thicknesses need to be increased, especially the non tower slabs.",deb11110-0d4c-52d9-9d83-5aac4e9347f6,69a1104c-cee4-5030-9cb0-a7dd17c83de7,closed,G5LJ2CH9PRAMRT7X,user,2025-07-11 00:00:00,8dd7807e-e644-45ca-b47e-aa20abfd8b76,Ground Floor,urn:adsk.wipprod:dm.lineage:lLJWahB3TpOxZg9UfSU-5w,G5LJ2CH9PRAMRT7X,,,,,,G5LJ2CH9PRAMRT7X,2025-07-09 10:30:56.523,G5LJ2CH9PRAMRT7X,2025-08-22 05:13:41.662,G5LJ2CH9PRAMRT7X,2025-07-09 10:30:56.531,CMJ2N3U8MSMRM8ZA,2025-08-27 06:53:11.926,2025-07-09 00:00:00,,urn:adsk.objects:os.object:ng-issues-prod-f679f4cf-c089-4a2b-9b84-b14129630601/638ac074-925e-4c13-83cc-d8503788266b,t,,
7bb8cf7d-75e4-4b50-8e24-27d2173e03aa,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,8,Typical floor framing plan,Typical floor framing plan,deb11110-0d4c-52d9-9d83-5aac4e9347f6,69a1104c-cee4-5030-9cb0-a7dd17c83de7,closed,NTHFQB8P8X3C,user,2025-07-08 00:00:00,8dd7807e-e644-45ca-b47e-aa20abfd8b76,Typical floor,urn:adsk.wipprod:dm.lineage:e8b5fKIlQpiw3OapKO1gyQ,NTHFQB8P8X3C,80a060d3-4647-4352-bd1d-ca93ff4985bc,369f1b01-8c1a-445f-a5f3-85b1adbb9a14,,,,NTHFQB8P8X3C,2025-07-05 13:34:07.231,NTHFQB8P8X3C,2025-08-20 07:28:34.828,NTHFQB8P8X3C,2025-07-05 13:34:07.237,CMJ2N3U8MSMRM8ZA,2025-08-27 06:53:26.482,2025-07-05 00:00:00,,urn:adsk.objects:os.object:ng-issues-prod-f679f4cf-c089-4a2b-9b84-b14129630601/3046a7ca-9bfc-4823-8b4a-3ac210cb43c4,t,,
