id,schedule_id,bim360_account_id,bim360_project_id,activity_unique_id,body,created_by,created_at
79aa8cc1-0499-48e7-be72-507c9667e7c4,95e51181-47b0-4855-9fc7-e4b9913676bf,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,262,"@{""type"": ""user"", ""id"": ""CMJ2N3U8MSMRM8ZA"", ""name"": ""Deepak Kumar""} ",YEYJGRGXQH2X5DAY,2025-07-14 10:34:33.914
