id,bim360_account_id,bim360_project_id,date,summary_key,temperature_min,temperature_max,humidity,wind_speed,wind_gust,wind_bearing,fetched_at,precipitation_accumulation
19130267,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,2025-07-17,Rain,78.278,87.152,0.760,6.2,,118,2025-07-17 05:55:35.635775,0.244488188976378
19164365,bf996092-8d66-408a-8d8e-5065ca3330c2,f6ab14eb-1a66-4ea5-8a0f-0afbda444403,2025-07-18,Drizzle,77.666,91.256,0.720,10.3,,160,2025-07-20 06:23:19.384128,0.13503937007874
19218302,bf996092-8d66-408a-8d8e-5065ca3330c2,f6ab14eb-1a66-4ea5-8a0f-0afbda444403,2025-07-19,MostlyClear,78.854,93.506,0.650,7.2,,254,2025-07-20 07:18:49.844729,
19236241,bf996092-8d66-408a-8d8e-5065ca3330c2,f6ab14eb-1a66-4ea5-8a0f-0afbda444403,2025-07-20,Cloudy,80.888,91.184,0.710,4.3,,250,2025-07-24 11:12:27.327044,0.108267716535433
19269905,bf996092-8d66-408a-8d8e-5065ca3330c2,f6ab14eb-1a66-4ea5-8a0f-0afbda444403,2025-07-21,MostlyCloudy,79.664,90.752,0.730,4.2,,30,2025-07-22 02:57:13.989078,0.140944881889764
19269906,bf996092-8d66-408a-8d8e-5065ca3330c2,f6ab14eb-1a66-4ea5-8a0f-0afbda444403,2025-07-22,PartlyCloudy,81.104,93.65,0.670,4.4,,288,2025-07-24 06:52:41.547571,0.0188976377952756
19277302,bf996092-8d66-408a-8d8e-5065ca3330c2,f6ab14eb-1a66-4ea5-8a0f-0afbda444403,2025-07-23,Rain,80.924,92.948,0.710,5.5,,279,2025-07-24 07:01:30.231528,0.333464566929134
19362398,bf996092-8d66-408a-8d8e-5065ca3330c2,f6ab14eb-1a66-4ea5-8a0f-0afbda444403,2025-07-24,PartlyCloudy,80.852,94.028,0.690,4.7,,272,2025-08-02 12:54:12.342691,0.0153543307086614
19362399,bf996092-8d66-408a-8d8e-5065ca3330c2,f6ab14eb-1a66-4ea5-8a0f-0afbda444403,2025-07-25,Thunderstorms,81.554,95.108,0.710,4.4,,53,2025-07-29 10:57:45.214563,0.216141732283465
19389392,bf996092-8d66-408a-8d8e-5065ca3330c2,f6ab14eb-1a66-4ea5-8a0f-0afbda444403,2025-07-26,Drizzle,80.636,92.102,0.730,10.1,,69,2025-07-29 12:54:09.427007,0.0874015748031496
19419104,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,2025-07-18,Rain,78.134,89.042,0.720,12.2,,82,2025-07-27 04:44:43.856572,0.144488188976378
19419105,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,2025-07-19,PartlyCloudy,78.26,90.932,0.690,8.4,,150,2025-07-23 12:15:53.068949,0.0015748031496063
19419106,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,2025-07-20,MostlyCloudy,79.34,92.3,0.660,4.6,,202,2025-07-23 12:23:40.083596,0.0015748031496063
19419107,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,2025-07-21,Cloudy,78.998,87.566,0.750,4.4,,95,2025-07-23 12:54:57.216342,0.0433070866141732
19419108,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,2025-07-22,Rain,78.854,90.77,0.750,3.8,,336,2025-07-23 13:02:56.542594,0.183070866141732
19419109,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,2025-07-23,Thunderstorms,80.078,87.728,0.800,4.0,,279,2025-07-25 12:03:06.547735,0.35748031496063
19419110,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,2025-07-24,Thunderstorms,78.674,92.498,0.710,5.7,,313,2025-07-25 04:45:34.940112,0.528346456692913
19419111,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,2025-07-25,PartlyCloudy,81.374,94.19,0.670,6.7,,315,2025-07-29 12:59:57.251395,0.132677165354331
19419112,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,2025-07-26,Drizzle,80.888,93.29,0.700,3.1,,145,2025-08-18 13:11:43.895899,0.0519685039370079
19419113,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,2025-07-27,MostlyCloudy,81.356,92.912,0.670,6.4,,96,2025-07-28 10:09:17.283138,0.0248031496062992
19419609,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,2025-07-18,Drizzle,78.35,89.132,0.700,11.1,,77,2025-07-18 09:36:19.757629,0.13503937007874
19419610,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,2025-07-19,PartlyCloudy,78.224,91.148,0.680,8.8,,149,2025-07-19 07:29:21.295191,0.00551181102362205
19419616,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,2025-07-25,PartlyCloudy,82.202,94.748,0.630,6.2,,308,2025-07-25 12:04:32.312089,0.0169291338582677
19420929,bf996092-8d66-408a-8d8e-5065ca3330c2,f6ab14eb-1a66-4ea5-8a0f-0afbda444403,2025-07-27,MostlyCloudy,81.086,90.212,0.730,9.9,,111,2025-08-03 03:29:09.47202,0.062992125984252
19446028,bf996092-8d66-408a-8d8e-5065ca3330c2,f6ab14eb-1a66-4ea5-8a0f-0afbda444403,2025-07-28,Rain,80.384,86.738,0.830,5.8,,107,2025-07-29 12:16:38.634668,0.414566929133858
19447885,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,2025-07-28,Drizzle,80.906,92.786,0.690,3.1,,97,2025-08-25 09:34:34.79558,0.153149606299213
19453078,bf996092-8d66-408a-8d8e-5065ca3330c2,f6ab14eb-1a66-4ea5-8a0f-0afbda444403,2025-07-29,Rain,78.746,86.252,0.840,6.6,,94,2025-08-03 04:12:36.891379,0.452362204724409
19458683,bf996092-8d66-408a-8d8e-5065ca3330c2,f6ab14eb-1a66-4ea5-8a0f-0afbda444403,2025-07-30,Rain,79.25,86.99,0.830,9.3,,106,2025-08-03 05:43:51.531207,0.692913385826772
19510129,bf996092-8d66-408a-8d8e-5065ca3330c2,f6ab14eb-1a66-4ea5-8a0f-0afbda444403,2025-07-31,Rain,79.502,88.322,0.800,6.8,,126,2025-08-03 06:15:58.97661,0.403149606299213
19542834,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,2025-07-29,Thunderstorms,79.736,86.198,0.810,5.5,,98,2025-07-29 12:59:57.25185,1.1255905511811
19542835,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,2025-07-30,Rain,78.35,87.854,0.790,8.2,,105,2025-08-18 06:40:46.81827,0.656299212598425
19542836,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,2025-07-31,HeavyRain,78.476,86.09,0.820,4.6,,125,2025-08-25 09:55:40.847569,2.00748031496063
19542837,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,2025-08-01,Rain,77.954,88.358,0.780,3.3,,215,2025-08-18 12:06:27.759851,0.385433070866142
19574693,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,2025-07-24,Thunderstorms,79.052,89.582,0.750,5.5,,295,2025-07-24 05:06:26.805403,0.164566929133858
19574699,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,2025-07-30,Rain,78.854,87.188,0.810,5.4,,84,2025-07-31 06:22:17.399869,0.718897637795276
19575015,bf996092-8d66-408a-8d8e-5065ca3330c2,f6ab14eb-1a66-4ea5-8a0f-0afbda444403,2025-08-01,Rain,78.692,89.078,0.800,4.3,,201,2025-08-03 06:49:29.277961,0.447637795275591
19578207,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,2025-08-02,Drizzle,78.476,89.042,0.740,5.7,,265,2025-08-25 10:22:26.353858,0.0874015748031496
19607633,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,2025-08-03,Rain,78.746,89.024,0.770,6.1,,287,2025-08-18 11:51:19.159971,0.753543307086614
19608219,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,2025-07-29,Thunderstorms,79.79,86.054,0.800,4.8,,87,2025-07-29 12:19:12.053064,1.61614173228346
19608220,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,2025-07-30,Rain,78.782,86.792,0.790,7.7,,103,2025-07-30 12:09:53.52541,0.561417322834646
19608221,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,2025-07-31,Rain,78.422,86.234,0.810,4.2,,124,2025-07-31 07:05:03.187592,1.68346456692913
19637835,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,2025-08-04,Rain,78.296,86.9,0.790,3.6,,281,2025-08-25 10:53:34.383736,0.551574803149606
19637836,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,2025-08-05,Rain,78.386,87.638,0.760,4.1,,219,2025-08-18 11:29:51.089453,0.248818897637795
19643486,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,2025-08-06,Rain,78.242,89.906,0.720,3.5,,262,2025-08-25 11:18:45.286471,0.183464566929134
19645169,bf996092-8d66-408a-8d8e-5065ca3330c2,f6ab14eb-1a66-4ea5-8a0f-0afbda444403,2025-08-02,Rain,79.268,88.52,0.820,4.4,,295,2025-08-04 05:03:21.733737,0.812992125984252
