id,bim360_account_id,bim360_project_id,rfi_id,from_status,to_status,created_at,created_by
b50b4f8e-1ff6-46fa-9a36-fca844b94fbc,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,64d26f6f-7580-4bc1-98ba-8ae54eed99fb,open,answered,2025-07-21 04:12:26.903,G5LJ2CH9PRAMRT7X
ea08bbb1-e1ce-4d40-ab5f-9ce08aaf5b25,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,86d9b4a1-5f2b-4586-94a4-b228db89c15c,,submitted,2025-07-21 11:30:26.658,U8Q2F3P4M3PWWQXF
4a133255-8db6-4112-ac80-cb86e4cdcc49,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,86d9b4a1-5f2b-4586-94a4-b228db89c15c,submitted,openRev1,2025-07-21 11:32:00.662,U8Q2F3P4M3PWWQXF
fcbbd5d8-235e-4422-be97-948d44eed4ea,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,2623b592-b957-46c8-868e-77cb4788d069,,submitted,2025-07-21 11:41:54.465,U8Q2F3P4M3PWWQXF
ec5f9433-9c2e-4eda-831d-a68fbafe28c7,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,2623b592-b957-46c8-868e-77cb4788d069,submitted,openRev1,2025-07-21 11:43:06.006,U8Q2F3P4M3PWWQXF
7f73ef2e-1f8a-49b9-ba88-9044d16b69f4,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,2446521d-2a01-483c-9946-10b851691706,openRev2,answeredRev1,2025-07-30 14:04:33.831,67E2T63RRMUGH3NG
e1a2fa73-a66c-441b-a85c-bfb3c9470663,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,2446521d-2a01-483c-9946-10b851691706,answeredRev1,answeredManager,2025-07-31 04:26:58.144,S762NMGBKUB423MM
8932068c-2d7b-4198-8144-a050e43a51cc,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,2446521d-2a01-483c-9946-10b851691706,answeredManager,closed,2025-07-31 05:49:44.112,U8Q2F3P4M3PWWQXF
3e40099b-ac1a-4177-a18f-5a0e4a5bc39d,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,912a0928-1599-459b-b703-92e9c6ac1f29,submitted,openRev1,2025-08-01 05:08:48.403,U8Q2F3P4M3PWWQXF
f9dd81d7-929d-4be6-864d-058bc4949603,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,64ba1333-14ae-405b-88c4-869d2810e5b2,,submitted,2025-08-01 05:09:25.609,U8Q2F3P4M3PWWQXF
f3fd3b17-ce2a-442a-a513-af7e116ba501,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,64ba1333-14ae-405b-88c4-869d2810e5b2,submitted,openRev1,2025-08-01 05:11:53.62,U8Q2F3P4M3PWWQXF
1a3794c8-0cf5-489d-b032-f0fd20014365,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,529f384b-b4b3-49bb-b473-b2921e49e125,,draft,2025-08-01 05:31:38.871,WK7J3NJWMTCK9UWQ
e4569132-5f6b-4d55-a0c6-1a6fcc20df25,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,529f384b-b4b3-49bb-b473-b2921e49e125,draft,submitted,2025-08-01 05:32:02.302,WK7J3NJWMTCK9UWQ
939371a8-8fce-49fb-81ac-e7248812080f,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,b03f59d3-7897-46cc-83ec-36e8415858d3,open,answered,2025-08-01 07:43:55.735,G5LJ2CH9PRAMRT7X
70ae5f5e-4b77-4e1a-a9db-8405eb065908,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,64ba1333-14ae-405b-88c4-869d2810e5b2,openRev1,answeredManager,2025-08-01 07:57:30.135,G5LJ2CH9PRAMRT7X
298c00b2-7e92-48a2-8e2d-bad17c00453b,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,e66c5a9d-a05d-4530-8c34-7e0e52b9a36b,,openRev1,2025-08-01 10:12:12.416,CMJ2N3U8MSMRM8ZA
86ab07a3-16a0-4f6d-a3ea-f4874ffe3413,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,e66c5a9d-a05d-4530-8c34-7e0e52b9a36b,openRev1,openRev2,2025-08-01 10:13:00.091,CMJ2N3U8MSMRM8ZA
44198ebd-3186-4e25-ae22-04612b40303d,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,e66c5a9d-a05d-4530-8c34-7e0e52b9a36b,openRev2,answeredRev1,2025-08-01 10:13:20.524,CMJ2N3U8MSMRM8ZA
7f8dcd8a-a45c-490d-84e0-5b95f9d151a5,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,e66c5a9d-a05d-4530-8c34-7e0e52b9a36b,answeredRev1,answeredManager,2025-08-01 10:13:41.606,CMJ2N3U8MSMRM8ZA
3aa60cba-de40-4b6d-9239-05a91d01536d,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,e66c5a9d-a05d-4530-8c34-7e0e52b9a36b,answeredManager,closed,2025-08-01 10:14:48.798,CMJ2N3U8MSMRM8ZA
b710a7ed-baf0-4ee4-9bda-f1c628f3f161,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,64ba1333-14ae-405b-88c4-869d2810e5b2,answeredManager,openRev1,2025-08-01 12:08:19.283,U8Q2F3P4M3PWWQXF
b74283b6-376a-46cf-a2b3-41224ae3580d,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,529f384b-b4b3-49bb-b473-b2921e49e125,submitted,openRev1,2025-08-01 12:10:16.285,U8Q2F3P4M3PWWQXF
c4c6b207-abc8-4179-a571-c2c5761b1980,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,cd7c713a-ae11-4092-9580-89bc58188aa8,,draft,2025-08-10 05:17:40.204,WK7J3NJWMTCK9UWQ
dfbb3006-29d2-42dc-8469-76a62f32c691,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,974dd3ab-d863-4dad-b8cd-6daac1016478,openRev1,submitted,2025-08-21 09:52:30.462,S762NMGBKUB423MM
ae02a62e-7de8-44ca-bfe1-2341526c71df,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,cb6ebf4d-e2f9-43b2-a076-37e25ba5b267,openRev2,answeredRev1,2025-08-21 09:56:14.511,S762NMGBKUB423MM
7292b0e0-f6a2-4c61-a5f1-9e008606f426,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,cb6ebf4d-e2f9-43b2-a076-37e25ba5b267,answeredRev1,answeredManager,2025-08-21 09:56:39.316,S762NMGBKUB423MM
2cdd71ab-59c2-4cea-bcff-b2096fda6c88,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,974dd3ab-d863-4dad-b8cd-6daac1016478,submitted,openRev1,2025-08-21 12:28:30.556,U8Q2F3P4M3PWWQXF
fd89d868-42d8-4a95-9c43-dda26517f15a,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,974dd3ab-d863-4dad-b8cd-6daac1016478,openRev1,submitted,2025-08-21 12:46:04.47,S762NMGBKUB423MM
e866543d-bd0c-4f49-8f70-a12dca873971,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,cb6ebf4d-e2f9-43b2-a076-37e25ba5b267,answeredManager,closed,2025-08-21 15:50:09.342,U8Q2F3P4M3PWWQXF
e220951e-6b03-4f19-8572-97a9bf166724,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,974dd3ab-d863-4dad-b8cd-6daac1016478,submitted,openRev1,2025-08-21 15:51:00.436,U8Q2F3P4M3PWWQXF
efee5ac1-c63e-4dfc-bb22-9f78821204d2,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,10cd0dbf-d97b-447a-965e-0eb1519625be,,openRev1,2025-08-27 06:13:29.728,U8Q2F3P4M3PWWQXF
4fbf1e79-3290-4dc8-9cc8-b21d22bad685,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,10cd0dbf-d97b-447a-965e-0eb1519625be,openRev1,openRev2,2025-08-27 09:37:24.909,S762NMGBKUB423MM
02be4949-b704-47d3-b0ed-78ec554bacdb,bf996092-8d66-408a-8d8e-5065ca3330c2,f6ab14eb-1a66-4ea5-8a0f-0afbda444403,713040cc-7359-40c4-9cde-2538924f9ac3,,submitted,2025-08-27 12:47:49.146,FXYJ2FJQL3UMY6KM
0ba544cc-04fe-4e5f-ae6c-5296cc8a975e,bf996092-8d66-408a-8d8e-5065ca3330c2,f6ab14eb-1a66-4ea5-8a0f-0afbda444403,713040cc-7359-40c4-9cde-2538924f9ac3,submitted,draft,2025-08-27 12:47:59.319,FXYJ2FJQL3UMY6KM
2f7abda3-5d3c-4e41-a9f7-ea3ebad7f42b,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,2806d303-c642-48b1-af1e-7e81ffb890fc,openRev1,answeredManager,2025-08-27 13:00:42.843,H4J29KZBMAKAE737
ff477712-c5e2-490b-9abd-01b0a89eba6c,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,cd7c713a-ae11-4092-9580-89bc58188aa8,draft,submitted,2025-08-10 05:18:09.532,WK7J3NJWMTCK9UWQ
020c0cbc-9eba-456d-acd0-99445e4e0edb,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,cd7c713a-ae11-4092-9580-89bc58188aa8,submitted,openRev1,2025-08-11 00:44:58.939,U8Q2F3P4M3PWWQXF
9ee82eec-3569-4211-9a5c-db664deaf49e,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,5a12549f-3642-4f79-be20-4a54f670a66a,submitted,openRev1,2025-08-11 00:49:17.442,U8Q2F3P4M3PWWQXF
27faf770-2626-4b0e-95b5-f3833ffc7968,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,5a12549f-3642-4f79-be20-4a54f670a66a,openRev1,openRev2,2025-08-11 05:14:09.587,S762NMGBKUB423MM
66838858-93c7-4fd2-a460-f586913f9673,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,cd7c713a-ae11-4092-9580-89bc58188aa8,openRev1,openRev2,2025-08-11 05:15:40.057,S762NMGBKUB423MM
90f1bb00-ccb7-47c4-b444-cb311e02317e,bf996092-8d66-408a-8d8e-5065ca3330c2,f6ab14eb-1a66-4ea5-8a0f-0afbda444403,e2dce441-b9cf-4d11-b0bf-3ce7ca23cdf4,,submitted,2025-08-16 04:57:14.844,FXYJ2FJQL3UMY6KM
41e43229-0f8b-4ad1-9749-50963bab952d,bf996092-8d66-408a-8d8e-5065ca3330c2,f6ab14eb-1a66-4ea5-8a0f-0afbda444403,e2dce441-b9cf-4d11-b0bf-3ce7ca23cdf4,submitted,draft,2025-08-16 05:01:41.032,FXYJ2FJQL3UMY6KM
1acdca90-bb14-4cd6-b80e-6a679ff7fcb6,bf996092-8d66-408a-8d8e-5065ca3330c2,f6ab14eb-1a66-4ea5-8a0f-0afbda444403,e2dce441-b9cf-4d11-b0bf-3ce7ca23cdf4,draft,submitted,2025-08-16 05:01:50.398,FXYJ2FJQL3UMY6KM
5aa3587a-1b8a-40c0-9cd8-d0ee1e765c73,bf996092-8d66-408a-8d8e-5065ca3330c2,f6ab14eb-1a66-4ea5-8a0f-0afbda444403,e2dce441-b9cf-4d11-b0bf-3ce7ca23cdf4,submitted,draft,2025-08-16 05:03:53.436,FXYJ2FJQL3UMY6KM
8e7dd891-551e-43d4-8810-04283c6ea0b7,bf996092-8d66-408a-8d8e-5065ca3330c2,f6ab14eb-1a66-4ea5-8a0f-0afbda444403,e2dce441-b9cf-4d11-b0bf-3ce7ca23cdf4,draft,submitted,2025-08-16 05:04:06.306,FXYJ2FJQL3UMY6KM
b5543397-a118-4e80-932c-19ca39f3eb64,bf996092-8d66-408a-8d8e-5065ca3330c2,f6ab14eb-1a66-4ea5-8a0f-0afbda444403,e2dce441-b9cf-4d11-b0bf-3ce7ca23cdf4,submitted,draft,2025-08-16 05:04:58.885,FXYJ2FJQL3UMY6KM
538e5e2a-e541-4a7d-9cf9-e5041f68bc7e,bf996092-8d66-408a-8d8e-5065ca3330c2,f6ab14eb-1a66-4ea5-8a0f-0afbda444403,e2dce441-b9cf-4d11-b0bf-3ce7ca23cdf4,draft,submitted,2025-08-16 05:11:07.587,FXYJ2FJQL3UMY6KM
5d0350f3-69c2-4794-8ab0-acd7789be7a5,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,cd7c713a-ae11-4092-9580-89bc58188aa8,answeredManager,closed,2025-08-16 05:21:48.55,U8Q2F3P4M3PWWQXF
1666cb0a-2f63-47dd-8a79-8ec767b476a7,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,5a12549f-3642-4f79-be20-4a54f670a66a,answeredManager,closed,2025-08-16 05:22:34.506,U8Q2F3P4M3PWWQXF
efcf9a7e-194e-4d0d-9dfe-822c147e7bfb,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,64ba1333-14ae-405b-88c4-869d2810e5b2,answeredManager,closed,2025-08-16 05:23:10.657,U8Q2F3P4M3PWWQXF
7ca7ca31-aaf6-4392-8901-5ae7055059f7,bf996092-8d66-408a-8d8e-5065ca3330c2,f6ab14eb-1a66-4ea5-8a0f-0afbda444403,67813d5f-7d58-4fdc-bffd-68324f052c5e,,submitted,2025-08-16 05:24:30.5,FXYJ2FJQL3UMY6KM
af323aa7-9de4-44e6-802c-e8bfe45043d8,bf996092-8d66-408a-8d8e-5065ca3330c2,f6ab14eb-1a66-4ea5-8a0f-0afbda444403,67813d5f-7d58-4fdc-bffd-68324f052c5e,submitted,draft,2025-08-16 05:25:27.53,FXYJ2FJQL3UMY6KM
ee99f20a-9efa-48e6-b4ae-d8d5843a0c22,bf996092-8d66-408a-8d8e-5065ca3330c2,f6ab14eb-1a66-4ea5-8a0f-0afbda444403,67813d5f-7d58-4fdc-bffd-68324f052c5e,draft,submitted,2025-08-16 05:32:24.778,FXYJ2FJQL3UMY6KM
b0b41184-538d-4777-8695-26429abba40f,bf996092-8d66-408a-8d8e-5065ca3330c2,f6ab14eb-1a66-4ea5-8a0f-0afbda444403,67813d5f-7d58-4fdc-bffd-68324f052c5e,submitted,draft,2025-08-16 05:39:22.648,FXYJ2FJQL3UMY6KM
82dbc608-a465-4eb0-971b-4116f3d3c0e5,bf996092-8d66-408a-8d8e-5065ca3330c2,f6ab14eb-1a66-4ea5-8a0f-0afbda444403,93b819ae-26c5-487f-a2b0-b427c708493d,,submitted,2025-08-16 06:05:42.187,FXYJ2FJQL3UMY6KM
78a90d48-183d-473b-90a7-9179c70cf1c6,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,cd7c713a-ae11-4092-9580-89bc58188aa8,closed,answeredManager,2025-08-16 06:44:51.432,U8Q2F3P4M3PWWQXF
188c3e91-5982-4706-a31a-42c9f612008f,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,cd7c713a-ae11-4092-9580-89bc58188aa8,answeredManager,answeredRev1,2025-08-16 06:45:42.215,U8Q2F3P4M3PWWQXF
81e60970-8916-47e9-8d2b-ed12b49985b3,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,71eb57cc-d3df-4afb-88eb-d3014399addc,,openRev1,2025-08-18 06:22:07.11,U8Q2F3P4M3PWWQXF
bfd9f6ed-2a16-4c80-8f94-d7481cd9325c,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,71eb57cc-d3df-4afb-88eb-d3014399addc,openRev1,openRev2,2025-08-18 06:23:35.496,U8Q2F3P4M3PWWQXF
af6651ab-ae7a-4a2f-96e5-c85ec58c2541,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,cf8e4bda-8147-4a37-8653-852692a83d1c,,openRev1,2025-08-18 08:40:46.841,U8Q2F3P4M3PWWQXF
18856b57-8719-4bf5-aa31-295ecce046aa,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,cf8e4bda-8147-4a37-8653-852692a83d1c,openRev1,openRev2,2025-08-18 08:41:05.986,U8Q2F3P4M3PWWQXF
defb97ba-650b-42e0-8381-640495133553,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,cf8e4bda-8147-4a37-8653-852692a83d1c,openRev2,answeredRev1,2025-08-18 10:22:04.897,NTHFQB8P8X3C
dbe038d5-7042-412a-a08a-9595ab17c0ac,bf996092-8d66-408a-8d8e-5065ca3330c2,f6ab14eb-1a66-4ea5-8a0f-0afbda444403,9a80afc6-80e4-4198-a70b-6dc9474cddc8,,submitted,2025-08-25 05:56:12.68,FXYJ2FJQL3UMY6KM
9704af23-baee-498d-a75d-bd1b87969760,bf996092-8d66-408a-8d8e-5065ca3330c2,f6ab14eb-1a66-4ea5-8a0f-0afbda444403,9a80afc6-80e4-4198-a70b-6dc9474cddc8,submitted,openRev1,2025-08-25 06:13:38.63,SFB2VPYZKPQ7XEGT
ecd3edd3-42c6-4217-82b0-5a75f8b20589,bf996092-8d66-408a-8d8e-5065ca3330c2,f6ab14eb-1a66-4ea5-8a0f-0afbda444403,b97e32fe-3759-4e91-99b1-0f27419ab2da,answeredManager,closed,2025-08-25 06:18:34.201,SFB2VPYZKPQ7XEGT
e16c953a-32b4-4557-9ce4-8a263876709e,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,bb9665af-a15e-4e99-8e86-9e5464b23c45,answered,closed,2025-05-21 12:31:25.836,U8Q2F3P4M3PWWQXF
44152da7-eaa9-461a-b7d7-595f1c7c8417,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,80ea0e55-fcfd-4c57-9188-712d6c8a9a08,open,answered,2025-05-29 12:31:23.096,G5LJ2CH9PRAMRT7X
62f55eab-9e18-482e-87be-77f5dd6e0f44,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,bcae37c7-7f8f-43ab-974a-debf55497cc3,,submitted,2025-06-05 11:51:06.656,U8Q2F3P4M3PWWQXF
7fba1fd8-9ac9-443a-a668-c25e37671e1b,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,bcae37c7-7f8f-43ab-974a-debf55497cc3,submitted,openRev1,2025-06-05 11:53:12.301,U8Q2F3P4M3PWWQXF
bcfb8d7e-c354-42a4-a66b-2ebe83cdfe4c,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,45153a66-5422-4e2f-9a8e-0e3713ff9d2f,answered,open,2025-06-11 03:46:18.386,7XGJKR7GMJ4QN93J
8fa845f1-35dc-4b0b-a519-723d09672bee,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,f605a63b-e2dd-47bc-9ecd-f071b7aadeb7,answered,closed,2025-06-11 03:52:01.265,U8Q2F3P4M3PWWQXF
79abada3-089e-45d0-a8f4-012109abe76d,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,703cfc1d-6e3f-4588-8cce-bb97d726d407,answeredRev1,answeredManager,2025-06-24 06:30:23.599,S762NMGBKUB423MM
037e63b5-1327-4fcc-9455-a2add3cdc179,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,703cfc1d-6e3f-4588-8cce-bb97d726d407,answeredManager,closed,2025-06-24 07:06:28.689,U8Q2F3P4M3PWWQXF
e2fe0288-3242-4a57-8c7c-47157350a7a4,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,a8f7f8a0-223e-43e2-8f86-03c530677d76,answeredRev1,answeredManager,2025-06-24 07:08:53.485,S762NMGBKUB423MM
3d931e00-182a-4d4d-a957-2d619c03ee02,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,a8f7f8a0-223e-43e2-8f86-03c530677d76,answeredManager,closed,2025-06-24 07:26:10.46,U8Q2F3P4M3PWWQXF
9d6fbcc5-1811-4fce-a8ab-69d7dfda21ac,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,fcdfb5a9-1e9c-4797-afb5-46f7615f2e46,openRev1,answeredManager,2025-07-11 13:57:40.623,67E2T63RRMUGH3NG
922e6f85-0570-48aa-b627-68b80555a283,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,9442770e-e584-4ce9-87d8-309ec0e35dde,openRev1,answeredManager,2025-07-11 14:27:38.773,67E2T63RRMUGH3NG
c898e78a-c932-4598-9df0-3a4304761bf6,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,fcdfb5a9-1e9c-4797-afb5-46f7615f2e46,answeredManager,closed,2025-07-13 07:00:36.789,U8Q2F3P4M3PWWQXF
70bf123f-5ec2-4d4e-b07f-750a2f78a15a,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,9442770e-e584-4ce9-87d8-309ec0e35dde,answeredManager,closed,2025-07-13 07:07:31.771,U8Q2F3P4M3PWWQXF
c707fdd6-02ef-494a-9268-9c84548f887f,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,c1f224e8-c8d7-4d3e-9ca9-66288b4b943e,answeredRev1,answeredManager,2025-07-24 05:43:57.212,S762NMGBKUB423MM
3d927b98-68b4-4ff4-badc-f9d0fef8dd59,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,c1f224e8-c8d7-4d3e-9ca9-66288b4b943e,answeredManager,closed,2025-07-24 06:03:08.536,U8Q2F3P4M3PWWQXF
57ae441a-9fae-42ca-a396-5e95793433f5,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,529f384b-b4b3-49bb-b473-b2921e49e125,answeredManager,closed,2025-08-05 03:54:31.976,U8Q2F3P4M3PWWQXF
a3da8d96-aa14-4e19-a2e8-2d647e711545,bf996092-8d66-408a-8d8e-5065ca3330c2,f6ab14eb-1a66-4ea5-8a0f-0afbda444403,b97e32fe-3759-4e91-99b1-0f27419ab2da,,submitted,2025-08-05 06:21:52.588,NXBJU9KZRN2LR6EX
a7c4c578-5285-43b4-a65c-19acfd4de78f,bf996092-8d66-408a-8d8e-5065ca3330c2,f6ab14eb-1a66-4ea5-8a0f-0afbda444403,b97e32fe-3759-4e91-99b1-0f27419ab2da,submitted,openRev1,2025-08-05 07:34:24.635,SFB2VPYZKPQ7XEGT
6e6b31d3-76fc-4712-a244-987e67f7685d,bf996092-8d66-408a-8d8e-5065ca3330c2,f6ab14eb-1a66-4ea5-8a0f-0afbda444403,b97e32fe-3759-4e91-99b1-0f27419ab2da,openRev1,openRev2,2025-08-05 08:50:08.146,G5LJ2CH9PRAMRT7X
48e88a3b-b56d-4bf5-a2e4-e9b2c9e566fc,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,912a0928-1599-459b-b703-92e9c6ac1f29,answeredManager,closed,2025-08-08 05:46:44.708,U8Q2F3P4M3PWWQXF
e168505d-ee2d-4850-be3c-c0db6e382400,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,5b720536-4706-4490-b00b-9d3e8f81a3ff,,openRev1,2025-08-08 06:19:52.9,7XGJKR7GMJ4QN93J
53860742-c727-4023-b8a0-219ea30e9b7a,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,5a12549f-3642-4f79-be20-4a54f670a66a,,draft,2025-08-08 10:22:52.044,WK7J3NJWMTCK9UWQ
c98e4e31-df11-488b-8c99-881728c9ba9e,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,5a12549f-3642-4f79-be20-4a54f670a66a,draft,submitted,2025-08-08 10:23:12.061,WK7J3NJWMTCK9UWQ
afaec841-4d5e-46a2-af2f-e1ad9265b604,bf996092-8d66-408a-8d8e-5065ca3330c2,f6ab14eb-1a66-4ea5-8a0f-0afbda444403,79d38989-fc0e-4b82-a3ee-4a3775d7c7d6,openRev1,openRev2,2025-08-14 06:54:36.261,G5LJ2CH9PRAMRT7X
dc944f3c-28e7-4de7-b2d1-402903dc8932,bf996092-8d66-408a-8d8e-5065ca3330c2,f6ab14eb-1a66-4ea5-8a0f-0afbda444403,ea1b0668-a085-40d5-9a39-6dac25ebe48e,openRev1,openRev2,2025-08-14 07:05:09.988,G5LJ2CH9PRAMRT7X
1e322d6e-0deb-4b3b-aa76-7e56a902705f,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,5a12549f-3642-4f79-be20-4a54f670a66a,openRev2,answeredRev1,2025-08-14 13:57:49.689,67E2T63RRMUGH3NG
607cafee-cf63-46d8-92b0-c1a45ceca775,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,5a12549f-3642-4f79-be20-4a54f670a66a,answeredRev1,answeredManager,2025-08-14 13:58:01.196,67E2T63RRMUGH3NG
42e139db-e62a-4974-a10e-a62a480ab98e,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,64ba1333-14ae-405b-88c4-869d2810e5b2,openRev2,answeredRev1,2025-08-14 13:59:19.185,67E2T63RRMUGH3NG
