rfi_id,bim360_account_id,bim360_project_id,user_id
0cd75373-6a38-46af-b878-5abccb5640ca,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,G5LJ2CH9PRAMRT7X
346cb945-c348-4f4c-8402-11dc4e7e4628,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,G5LJ2CH9PRAMRT7X
45153a66-5422-4e2f-9a8e-0e3713ff9d2f,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,S762NMGBKUB423MM
45153a66-5422-4e2f-9a8e-0e3713ff9d2f,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,G5LJ2CH9PRAMRT7X
4dbed860-0879-4aa4-9a98-1f20405dd952,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,G5LJ2CH9PRAMRT7X
53f61369-aaca-4d22-952f-b49d2e81fbf4,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,G5LJ2CH9PRAMRT7X
64d26f6f-7580-4bc1-98ba-8ae54eed99fb,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,G5LJ2CH9PRAMRT7X
87adb94e-c40f-4f41-be00-b99e961003af,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,G5LJ2CH9PRAMRT7X
b03f59d3-7897-46cc-83ec-36e8415858d3,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,G5LJ2CH9PRAMRT7X
bff81e2b-9089-470d-8f07-7311d06b75a7,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,G5LJ2CH9PRAMRT7X
c1b95096-23e6-4519-8f28-09c0eb95fafd,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,D5ZKMDH5JP7L
edd56e40-575f-4677-9b28-55fe6b858745,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,G5LJ2CH9PRAMRT7X
05050ce4-7eb8-47c5-b0d7-2463271de5c6,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,S762NMGBKUB423MM
05050ce4-7eb8-47c5-b0d7-2463271de5c6,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,G5LJ2CH9PRAMRT7X
10cd0dbf-d97b-447a-965e-0eb1519625be,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,G5LJ2CH9PRAMRT7X
16f0e834-6a58-48ab-b7f8-2c678dcbffaa,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,G5LJ2CH9PRAMRT7X
2446521d-2a01-483c-9946-10b851691706,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,67E2T63RRMUGH3NG
2446521d-2a01-483c-9946-10b851691706,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,G5LJ2CH9PRAMRT7X
2623b592-b957-46c8-868e-77cb4788d069,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,G5LJ2CH9PRAMRT7X
2806d303-c642-48b1-af1e-7e81ffb890fc,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,7PG2TJVQJYH2TVV7
3cc85ced-2c3b-4bca-8a97-9986d0a7e360,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,G5LJ2CH9PRAMRT7X
4cb013ec-5359-46ee-b519-677387263db1,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,G5LJ2CH9PRAMRT7X
529f384b-b4b3-49bb-b473-b2921e49e125,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,G5LJ2CH9PRAMRT7X
5a12549f-3642-4f79-be20-4a54f670a66a,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,G5LJ2CH9PRAMRT7X
64ba1333-14ae-405b-88c4-869d2810e5b2,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,67E2T63RRMUGH3NG
64ba1333-14ae-405b-88c4-869d2810e5b2,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,G5LJ2CH9PRAMRT7X
703cfc1d-6e3f-4588-8cce-bb97d726d407,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,G5LJ2CH9PRAMRT7X
71eb57cc-d3df-4afb-88eb-d3014399addc,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,G5LJ2CH9PRAMRT7X
80ea0e55-fcfd-4c57-9188-712d6c8a9a08,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,G5LJ2CH9PRAMRT7X
80ea0e55-fcfd-4c57-9188-712d6c8a9a08,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,D5ZKMDH5JP7L
86d9b4a1-5f2b-4586-94a4-b228db89c15c,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,67E2T63RRMUGH3NG
86d9b4a1-5f2b-4586-94a4-b228db89c15c,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,G5LJ2CH9PRAMRT7X
87564a46-20b8-4e67-a71f-c102ae8216be,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,H4J29KZBMAKAE737
87564a46-20b8-4e67-a71f-c102ae8216be,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,G5LJ2CH9PRAMRT7X
912a0928-1599-459b-b703-92e9c6ac1f29,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,G5LJ2CH9PRAMRT7X
9442770e-e584-4ce9-87d8-309ec0e35dde,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,G5LJ2CH9PRAMRT7X
9442770e-e584-4ce9-87d8-309ec0e35dde,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,67E2T63RRMUGH3NG
96a263f8-ed22-464e-91e0-cfa64dc3b89b,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,67E2T63RRMUGH3NG
96a263f8-ed22-464e-91e0-cfa64dc3b89b,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,G5LJ2CH9PRAMRT7X
974dd3ab-d863-4dad-b8cd-6daac1016478,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,G5LJ2CH9PRAMRT7X
a8f7f8a0-223e-43e2-8f86-03c530677d76,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,G5LJ2CH9PRAMRT7X
a8f7f8a0-223e-43e2-8f86-03c530677d76,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,S762NMGBKUB423MM
adf43e5c-df5e-4ec0-8266-ca4458007f25,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,G5LJ2CH9PRAMRT7X
bb9665af-a15e-4e99-8e86-9e5464b23c45,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,G5LJ2CH9PRAMRT7X
bb9665af-a15e-4e99-8e86-9e5464b23c45,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,S762NMGBKUB423MM
bcae37c7-7f8f-43ab-974a-debf55497cc3,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,G5LJ2CH9PRAMRT7X
bcae37c7-7f8f-43ab-974a-debf55497cc3,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,S762NMGBKUB423MM
c1f224e8-c8d7-4d3e-9ca9-66288b4b943e,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,67E2T63RRMUGH3NG
c1f224e8-c8d7-4d3e-9ca9-66288b4b943e,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,G5LJ2CH9PRAMRT7X
cb6ebf4d-e2f9-43b2-a076-37e25ba5b267,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,G5LJ2CH9PRAMRT7X
cd7c713a-ae11-4092-9580-89bc58188aa8,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,67E2T63RRMUGH3NG
cd7c713a-ae11-4092-9580-89bc58188aa8,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,G5LJ2CH9PRAMRT7X
cf8e4bda-8147-4a37-8653-852692a83d1c,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,7PG2TJVQJYH2TVV7
eabfeed2-bcf3-4530-b2c3-20fbdd3f965a,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,G5LJ2CH9PRAMRT7X
f605a63b-e2dd-47bc-9ecd-f071b7aadeb7,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,S762NMGBKUB423MM
f605a63b-e2dd-47bc-9ecd-f071b7aadeb7,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,G5LJ2CH9PRAMRT7X
fcdfb5a9-1e9c-4797-afb5-46f7615f2e46,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,G5LJ2CH9PRAMRT7X
fcdfb5a9-1e9c-4797-afb5-46f7615f2e46,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,S762NMGBKUB423MM
79d38989-fc0e-4b82-a3ee-4a3775d7c7d6,bf996092-8d66-408a-8d8e-5065ca3330c2,f6ab14eb-1a66-4ea5-8a0f-0afbda444403,D5ZKMDH5JP7L
79d38989-fc0e-4b82-a3ee-4a3775d7c7d6,bf996092-8d66-408a-8d8e-5065ca3330c2,f6ab14eb-1a66-4ea5-8a0f-0afbda444403,S762NMGBKUB423MM
93b819ae-26c5-487f-a2b0-b427c708493d,bf996092-8d66-408a-8d8e-5065ca3330c2,f6ab14eb-1a66-4ea5-8a0f-0afbda444403,ACNJW4H2RJFR53AV
9a80afc6-80e4-4198-a70b-6dc9474cddc8,bf996092-8d66-408a-8d8e-5065ca3330c2,f6ab14eb-1a66-4ea5-8a0f-0afbda444403,S762NMGBKUB423MM
c8303991-6637-47f8-9144-8a38071905db,bf996092-8d66-408a-8d8e-5065ca3330c2,f6ab14eb-1a66-4ea5-8a0f-0afbda444403,D5ZKMDH5JP7L
d3a76424-f074-4c44-8407-32ea935f177a,bf996092-8d66-408a-8d8e-5065ca3330c2,f6ab14eb-1a66-4ea5-8a0f-0afbda444403,7PG2TJVQJYH2TVV7
dab585c9-a66f-4494-9db2-798dc6fc7e3e,bf996092-8d66-408a-8d8e-5065ca3330c2,f6ab14eb-1a66-4ea5-8a0f-0afbda444403,D5ZKMDH5JP7L
dab585c9-a66f-4494-9db2-798dc6fc7e3e,bf996092-8d66-408a-8d8e-5065ca3330c2,f6ab14eb-1a66-4ea5-8a0f-0afbda444403,DYZ2AGTWN2M29L9F
e2dce441-b9cf-4d11-b0bf-3ce7ca23cdf4,bf996092-8d66-408a-8d8e-5065ca3330c2,f6ab14eb-1a66-4ea5-8a0f-0afbda444403,D5ZKMDH5JP7L
e2dce441-b9cf-4d11-b0bf-3ce7ca23cdf4,bf996092-8d66-408a-8d8e-5065ca3330c2,f6ab14eb-1a66-4ea5-8a0f-0afbda444403,G5LJ2CH9PRAMRT7X
e2dce441-b9cf-4d11-b0bf-3ce7ca23cdf4,bf996092-8d66-408a-8d8e-5065ca3330c2,f6ab14eb-1a66-4ea5-8a0f-0afbda444403,S762NMGBKUB423MM
ea1b0668-a085-40d5-9a39-6dac25ebe48e,bf996092-8d66-408a-8d8e-5065ca3330c2,f6ab14eb-1a66-4ea5-8a0f-0afbda444403,D5ZKMDH5JP7L
ea1b0668-a085-40d5-9a39-6dac25ebe48e,bf996092-8d66-408a-8d8e-5065ca3330c2,f6ab14eb-1a66-4ea5-8a0f-0afbda444403,H4J29KZBMAKAE737
ea1b0668-a085-40d5-9a39-6dac25ebe48e,bf996092-8d66-408a-8d8e-5065ca3330c2,f6ab14eb-1a66-4ea5-8a0f-0afbda444403,S762NMGBKUB423MM
ea1b0668-a085-40d5-9a39-6dac25ebe48e,bf996092-8d66-408a-8d8e-5065ca3330c2,f6ab14eb-1a66-4ea5-8a0f-0afbda444403,7PG2TJVQJYH2TVV7
fe2169f5-b6cd-4241-b7a7-464aeb6ed752,bf996092-8d66-408a-8d8e-5065ca3330c2,f6ab14eb-1a66-4ea5-8a0f-0afbda444403,D5ZKMDH5JP7L
8526edfc-ea2a-44bd-9b09-edb1072ac332,bf996092-8d66-408a-8d8e-5065ca3330c2,3473261e-0400-4f3f-881d-b12012018bee,CMJ2N3U8MSMRM8ZA
5b720536-4706-4490-b00b-9d3e8f81a3ff,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,3NGJNZCXN8PBNTRV
6f61287e-aabf-4244-9508-328892a68dcd,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,GJUPJH7J3469
7282e0b3-873b-4574-bd2c-3fc97d553ee9,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,DVW2J8GUNHESYYKC
9bf2869f-da2e-4282-8c03-5588b932d8b4,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,V9Q2X946QA52XTJG
b0299193-39bf-4e3b-891f-8659b358ae85,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,CMJ2N3U8MSMRM8ZA
bbbe4f4d-c828-4278-acf3-729f1793774a,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,HJQ2F2PVKF9BT95Z
ebae4fd9-7df4-4399-b7d0-5c192d69587c,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,S762NMGBKUB423MM
