bim360_account_id,bim360_project_id,container_type,sheet_id,value
bf996092-8d66-408a-8d8e-5065ca3330c2,3473261e-0400-4f3f-881d-b12012018bee,Build,0a0a0767-f1ae-5696-84fb-8f5b8997e5a7,electrical
bf996092-8d66-408a-8d8e-5065ca3330c2,3473261e-0400-4f3f-881d-b12012018bee,Build,14ed7301-d4ab-5824-a4f9-6fd93d954197,architectural
bf996092-8d66-408a-8d8e-5065ca3330c2,3473261e-0400-4f3f-881d-b12012018bee,Build,6c2af0ca-c37d-587e-aa41-e4c2cea64d59,architectural
bf996092-8d66-408a-8d8e-5065ca3330c2,3473261e-0400-4f3f-881d-b12012018bee,Build,c03ad6b8-cbd3-5144-a6eb-14ae756c3aa6,mechanical
bf996092-8d66-408a-8d8e-5065ca3330c2,3473261e-0400-4f3f-881d-b12012018bee,Build,ead34aee-c598-5403-9919-1d3857aaf833,architectural
bf996092-8d66-408a-8d8e-5065ca3330c2,3473261e-0400-4f3f-881d-b12012018bee,Build,91259d07-e724-5056-9951-714fba62c033,plumbing
